file,class,method,variable,usage
C:\Users\gabri\OneDrive\Documentos\CEFET\0TCC\Sistemas\3_RPG\Gemini\code\Jogo.java,Jogo,criarOponente/0,escolhaOponente,1
C:\Users\gabri\OneDrive\Documentos\CEFET\0TCC\Sistemas\3_RPG\Gemini\code\Jogo.java,Jogo,escolherPersonagem/0,escolha,1
C:\Users\gabri\OneDrive\Documentos\CEFET\0TCC\Sistemas\3_RPG\Gemini\code\Jogo.java,Jogo,escolherPersonagem/0,nome,2
C:\Users\gabri\OneDrive\Documentos\CEFET\0TCC\Sistemas\3_RPG\Gemini\code\Jogo.java,Jogo,loopDeTurnos/0,temp,1
C:\Users\gabri\OneDrive\Documentos\CEFET\0TCC\Sistemas\3_RPG\Gemini\code\Jogo.java,Jogo,loopDeTurnos/0,defensor,4
C:\Users\gabri\OneDrive\Documentos\CEFET\0TCC\Sistemas\3_RPG\Gemini\code\Jogo.java,Jogo,loopDeTurnos/0,atacante,5
C:\Users\gabri\OneDrive\Documentos\CEFET\0TCC\Sistemas\3_RPG\Gemini\code\Jogo.java,Jogo,main/1[java.lang.String[]],args,0
C:\Users\gabri\OneDrive\Documentos\CEFET\0TCC\Sistemas\3_RPG\Gemini\code\Jogo.java,Jogo,main/1[java.lang.String[]],jogo,1
C:\Users\gabri\OneDrive\Documentos\CEFET\0TCC\Sistemas\3_RPG\Gemini\code\Jogo.java,Jogo,"acoes/2[Personagem,Personagem]",escolha,1
C:\Users\gabri\OneDrive\Documentos\CEFET\0TCC\Sistemas\3_RPG\Gemini\code\Jogo.java,Jogo,"acoes/2[Personagem,Personagem]",defensor,2
C:\Users\gabri\OneDrive\Documentos\CEFET\0TCC\Sistemas\3_RPG\Gemini\code\Jogo.java,Jogo,"acoes/2[Personagem,Personagem]",atacante,3
